image,size,file_path,action
disk_1GB.img,1gb,/copy_301_file1.pdf,deleted
disk_1GB.img,1gb,/copy_1832_pride.docx,keep
disk_1GB.img,1gb,/copy_2025_alice.docx,keep
disk_1GB.img,1gb,/copy_2881_alice.docx,keep
disk_1GB.img,1gb,/copy_3651_file2.jpg,keep
disk_1GB.img,1gb,/copy_1267_file2.jpg,keep
disk_1GB.img,1gb,/copy_1120_pride.docx,deleted
disk_1GB.img,1gb,/copy_1680_pride.docx,keep
disk_1GB.img,1gb,/copy_2388_file2.pdf,keep
disk_1GB.img,1gb,/copy_2615_pride.txt,keep
disk_1GB.img,1gb,/copy_1354_file1.jpg,deleted
disk_1GB.img,1gb,/copy_1974_alice.txt,corrupted
disk_1GB.img,1gb,/copy_3552_pride.docx,keep
disk_1GB.img,1gb,/copy_1226_file1.jpg,keep
disk_1GB.img,1gb,/copy_2263_pride.txt,deleted
disk_1GB.img,1gb,/copy_1327_pride.txt,deleted
disk_1GB.img,1gb,/copy_2341_file1.pdf,keep
disk_1GB.img,1gb,/copy_2619_file2.jpg,keep
disk_1GB.img,1gb,/copy_3825_alice.docx,deleted
disk_1GB.img,1gb,/copy_127_pride.txt,deleted
disk_1GB.img,1gb,/copy_638_alice.txt,keep
disk_1GB.img,1gb,/copy_249_alice.docx,keep
disk_1GB.img,1gb,/copy_2175_pride.txt,keep
disk_1GB.img,1gb,/copy_3744_pride.docx,deleted
disk_1GB.img,1gb,/copy_75_file2.jpg,keep
disk_1GB.img,1gb,/copy_3104_pride.docx,keep
disk_1GB.img,1gb,/copy_2618_file1.jpg,deleted
disk_1GB.img,1gb,/copy_1857_alice.docx,keep
disk_1GB.img,1gb,/copy_2956_file2.pdf,keep
disk_1GB.img,1gb,/copy_4110_alice.txt,keep
disk_1GB.img,1gb,/copy_4227_file2.jpg,keep
disk_1GB.img,1gb,/copy_625_alice.docx,keep
disk_1GB.img,1gb,/copy_217_alice.docx,keep
disk_1GB.img,1gb,/copy_4180_file2.pdf,keep
disk_1GB.img,1gb,/copy_3666_file1.jpg,keep
disk_1GB.img,1gb,/copy_3853_file1.pdf,deleted
disk_1GB.img,1gb,/copy_1020_file2.pdf,deleted
disk_1GB.img,1gb,/copy_2581_file1.pdf,keep
disk_1GB.img,1gb,/copy_1558_alice.txt,keep
disk_1GB.img,1gb,/copy_395_file2.jpg,keep
disk_1GB.img,1gb,/copy_4522_file1.jpg,keep
disk_1GB.img,1gb,/copy_1848_pride.docx,keep
disk_1GB.img,1gb,/copy_687_pride.txt,keep
disk_1GB.img,1gb,/copy_4552_pride.docx,deleted
disk_1GB.img,1gb,/copy_4349_file1.pdf,keep
disk_1GB.img,1gb,/copy_1415_pride.txt,deleted
disk_1GB.img,1gb,/copy_4260_file2.pdf,deleted
disk_1GB.img,1gb,/copy_330_file1.jpg,deleted
disk_1GB.img,1gb,/copy_1058_file1.jpg,deleted
disk_1GB.img,1gb,/copy_4093_file1.pdf,keep
disk_1GB.img,1gb,/copy_4169_alice.docx,keep
disk_1GB.img,1gb,/copy_2400_pride.docx,keep
disk_1GB.img,1gb,/copy_4186_file1.jpg,keep
disk_1GB.img,1gb,/copy_2096_pride.docx,keep
disk_1GB.img,1gb,/copy_4082_file1.jpg,corrupted
disk_1GB.img,1gb,/copy_736_pride.docx,deleted
disk_1GB.img,1gb,/copy_3469_file1.pdf,keep
disk_1GB.img,1gb,/copy_1506_file1.jpg,keep
disk_1GB.img,1gb,/copy_4448_pride.docx,corrupted
disk_1GB.img,1gb,/copy_346_file1.jpg,deleted
disk_1GB.img,1gb,/copy_2422_alice.txt,keep
disk_1GB.img,1gb,/copy_1964_file2.pdf,keep
disk_1GB.img,1gb,/copy_4435_file2.jpg,keep
disk_1GB.img,1gb,/copy_1279_pride.txt,keep
disk_1GB.img,1gb,/copy_2696_pride.docx,deleted
disk_1GB.img,1gb,/copy_3105_alice.docx,keep
disk_1GB.img,1gb,/copy_115_file2.jpg,keep
disk_1GB.img,1gb,/copy_4035_file2.jpg,keep
disk_1GB.img,1gb,/copy_2494_alice.txt,keep
disk_1GB.img,1gb,/copy_2521_alice.docx,keep
disk_1GB.img,1gb,/copy_2034_file1.jpg,keep
disk_1GB.img,1gb,/copy_210_file1.jpg,deleted
disk_1GB.img,1gb,/copy_4533_file1.pdf,keep
disk_1GB.img,1gb,/copy_688_pride.docx,keep
disk_1GB.img,1gb,/copy_969_alice.docx,deleted
disk_1GB.img,1gb,/copy_78_alice.txt,keep
disk_1GB.img,1gb,/copy_3351_pride.txt,keep
disk_1GB.img,1gb,/copy_183_pride.txt,deleted
disk_1GB.img,1gb,/copy_1970_file1.jpg,keep
disk_1GB.img,1gb,/copy_2185_alice.docx,keep
disk_1GB.img,1gb,/copy_2121_alice.docx,keep
disk_1GB.img,1gb,/copy_296_pride.docx,keep
disk_1GB.img,1gb,/copy_2374_alice.txt,keep
disk_1GB.img,1gb,/copy_333_file1.pdf,keep
disk_1GB.img,1gb,/copy_1759_pride.txt,deleted
disk_1GB.img,1gb,/copy_1273_alice.docx,keep
disk_1GB.img,1gb,/copy_1149_file1.pdf,keep
disk_1GB.img,1gb,/copy_6_alice.txt,keep
disk_1GB.img,1gb,/copy_1268_file2.pdf,keep
disk_1GB.img,1gb,/copy_1520_pride.docx,keep
disk_1GB.img,1gb,/copy_2676_file2.pdf,keep
disk_1GB.img,1gb,/copy_1083_file2.jpg,deleted
disk_1GB.img,1gb,/copy_2933_file1.pdf,deleted
disk_1GB.img,1gb,/copy_2805_file1.pdf,deleted
disk_1GB.img,1gb,/copy_481_alice.docx,deleted
disk_1GB.img,1gb,/copy_3863_pride.txt,keep
disk_1GB.img,1gb,/copy_2392_pride.docx,keep
disk_1GB.img,1gb,/copy_2818_file1.jpg,corrupted
disk_1GB.img,1gb,/copy_3_file2.jpg,keep
disk_1GB.img,1gb,/copy_2466_file1.jpg,keep
disk_1GB.img,1gb,/copy_3115_file2.jpg,keep
disk_1GB.img,1gb,/copy_3553_alice.docx,keep
disk_1GB.img,1gb,/copy_3600_pride.docx,deleted
disk_1GB.img,1gb,/copy_3621_file1.pdf,deleted
disk_1GB.img,1gb,/copy_3518_alice.txt,keep
disk_1GB.img,1gb,/copy_3541_file1.pdf,keep
disk_1GB.img,1gb,/copy_2384_pride.docx,keep
disk_1GB.img,1gb,/copy_4121_alice.docx,keep
disk_1GB.img,1gb,/copy_3970_file1.jpg,deleted
disk_1GB.img,1gb,/copy_202_file1.jpg,keep
disk_1GB.img,1gb,/copy_475_file2.jpg,deleted
disk_1GB.img,1gb,/copy_840_pride.docx,keep
disk_1GB.img,1gb,/copy_3182_alice.txt,keep
disk_1GB.img,1gb,/copy_4122_file1.jpg,keep
disk_1GB.img,1gb,/copy_2643_file2.jpg,keep
disk_1GB.img,1gb,/copy_1331_file2.jpg,keep
disk_1GB.img,1gb,/copy_1223_pride.txt,keep
disk_1GB.img,1gb,/copy_1984_pride.docx,keep
disk_1GB.img,1gb,/copy_1955_file2.jpg,keep
disk_1GB.img,1gb,/copy_4343_pride.txt,deleted
disk_1GB.img,1gb,/copy_402_file1.jpg,keep
disk_1GB.img,1gb,/copy_3540_file2.pdf,keep
disk_1GB.img,1gb,/copy_322_file1.jpg,keep
disk_1GB.img,1gb,/copy_277_file1.pdf,keep
disk_1GB.img,1gb,/copy_4311_pride.txt,deleted
disk_1GB.img,1gb,/copy_4570_file1.jpg,deleted
disk_1GB.img,1gb,/copy_1710_alice.txt,deleted
disk_1GB.img,1gb,/copy_965_file1.pdf,keep
disk_1GB.img,1gb,/copy_3491_file2.jpg,deleted
disk_1GB.img,1gb,/copy_2918_alice.txt,deleted
disk_1GB.img,1gb,/copy_1823_pride.txt,keep
disk_1GB.img,1gb,/copy_1254_alice.txt,corrupted
disk_1GB.img,1gb,/copy_2203_file2.jpg,keep
disk_1GB.img,1gb,/copy_1668_file2.pdf,deleted
disk_1GB.img,1gb,/copy_1946_file1.jpg,keep
disk_1GB.img,1gb,/copy_1773_file1.pdf,deleted
disk_1GB.img,1gb,/copy_2147_file2.jpg,keep
disk_1GB.img,1gb,/copy_2181_file1.pdf,keep
disk_1GB.img,1gb,/copy_960_pride.docx,keep
disk_1GB.img,1gb,/copy_424_pride.docx,keep
disk_1GB.img,1gb,/copy_979_file2.jpg,keep
disk_1GB.img,1gb,/copy_2967_pride.txt,keep
disk_1GB.img,1gb,/copy_358_alice.txt,keep
disk_1GB.img,1gb,/copy_185_alice.docx,keep
disk_1GB.img,1gb,/copy_2762_file1.jpg,deleted
disk_1GB.img,1gb,/copy_1691_file2.jpg,keep
disk_1GB.img,1gb,/copy_2527_pride.txt,keep
disk_1GB.img,1gb,/copy_1733_file1.pdf,keep
disk_1GB.img,1gb,/copy_1126_alice.txt,corrupted
disk_1GB.img,1gb,/copy_3501_file1.pdf,keep
disk_1GB.img,1gb,/copy_4103_pride.txt,deleted
disk_1GB.img,1gb,/copy_2081_alice.docx,keep
disk_1GB.img,1gb,/copy_143_pride.txt,corrupted
disk_1GB.img,1gb,/copy_3767_pride.txt,deleted
disk_1GB.img,1gb,/copy_2584_pride.docx,keep
disk_1GB.img,1gb,/copy_3357_file1.pdf,keep
disk_1GB.img,1gb,/copy_97_alice.docx,keep
disk_1GB.img,1gb,/copy_1695_pride.txt,keep
disk_1GB.img,1gb,/copy_248_pride.docx,keep
disk_1GB.img,1gb,/copy_4012_file2.pdf,deleted
disk_1GB.img,1gb,/copy_203_file2.jpg,keep
disk_1GB.img,1gb,/copy_3328_pride.docx,corrupted
disk_1GB.img,1gb,/copy_1025_alice.docx,keep
disk_1GB.img,1gb,/copy_1770_file1.jpg,keep
disk_1GB.img,1gb,/copy_910_alice.txt,deleted
disk_1GB.img,1gb,/copy_1077_file1.pdf,keep
disk_1GB.img,1gb,/copy_1674_file1.jpg,deleted
disk_1GB.img,1gb,/copy_1780_file2.pdf,keep
disk_1GB.img,1gb,/copy_766_alice.txt,keep
disk_1GB.img,1gb,/copy_4385_alice.docx,deleted
disk_1GB.img,1gb,/copy_3385_alice.docx,keep
disk_1GB.img,1gb,/copy_3316_file2.pdf,keep
disk_1GB.img,1gb,/copy_1473_alice.docx,keep
disk_1GB.img,1gb,/copy_1665_alice.docx,corrupted
disk_1GB.img,1gb,/copy_3437_file1.pdf,keep
disk_1GB.img,1gb,/copy_2597_file1.pdf,keep
disk_1GB.img,1gb,/copy_1969_alice.docx,keep
disk_1GB.img,1gb,/copy_1647_pride.txt,keep
disk_1GB.img,1gb,/copy_1008_pride.docx,deleted
disk_1GB.img,1gb,/copy_2858_file1.jpg,keep
disk_1GB.img,1gb,/copy_3677_file1.pdf,keep
disk_1GB.img,1gb,/copy_3708_file2.pdf,keep
disk_1GB.img,1gb,/copy_1184_pride.docx,keep
disk_1GB.img,1gb,/copy_3941_file1.pdf,keep
disk_1GB.img,1gb,/copy_2801_alice.docx,deleted
disk_1GB.img,1gb,/copy_3145_alice.docx,keep
disk_1GB.img,1gb,/copy_311_pride.txt,keep
disk_1GB.img,1gb,/copy_3869_file1.pdf,keep
disk_1GB.img,1gb,/copy_2150_alice.txt,keep
disk_1GB.img,1gb,/copy_2120_pride.docx,keep
disk_1GB.img,1gb,/copy_142_alice.txt,corrupted
disk_1GB.img,1gb,/copy_3794_file1.jpg,keep
disk_1GB.img,1gb,/copy_649_alice.docx,keep
disk_1GB.img,1gb,/copy_1040_pride.docx,keep
disk_1GB.img,1gb,/copy_1707_file2.jpg,keep
disk_1GB.img,1gb,/copy_3977_alice.docx,keep
disk_1GB.img,1gb,/copy_221_file1.pdf,keep
disk_1GB.img,1gb,/copy_1210_file1.jpg,deleted
disk_1GB.img,1gb,/copy_2043_file2.jpg,keep
disk_1GB.img,1gb,/copy_661_file1.pdf,deleted
disk_1GB.img,1gb,/copy_1904_pride.docx,keep
disk_1GB.img,1gb,/copy_946_file1.jpg,keep
disk_1GB.img,1gb,/copy_824_pride.docx,deleted
disk_1GB.img,1gb,/copy_266_file1.jpg,keep
disk_1GB.img,1gb,/copy_1729_alice.docx,keep
disk_1GB.img,1gb,/copy_2641_alice.docx,deleted
disk_1GB.img,1gb,/copy_3499_file2.jpg,deleted
disk_1GB.img,1gb,/copy_3461_file1.pdf,deleted
disk_1GB.img,1gb,/copy_414_alice.txt,keep
disk_1GB.img,1gb,/copy_3984_pride.docx,keep
disk_1GB.img,1gb,/copy_3389_file1.pdf,keep
disk_1GB.img,1gb,/copy_465_alice.docx,deleted
disk_1GB.img,1gb,/copy_1818_file1.jpg,keep
disk_1GB.img,1gb,/copy_669_file1.pdf,corrupted
disk_1GB.img,1gb,/copy_1430_alice.txt,keep
disk_1GB.img,1gb,/copy_2940_file2.pdf,keep
disk_1GB.img,1gb,/copy_2656_pride.docx,keep
disk_1GB.img,1gb,/copy_2076_file2.pdf,keep
disk_1GB.img,1gb,/copy_2738_file1.jpg,keep
disk_1GB.img,1gb,/copy_3582_alice.txt,keep
disk_1GB.img,1gb,/copy_1748_file2.pdf,keep
disk_1GB.img,1gb,/copy_1554_file1.jpg,keep
disk_1GB.img,1gb,/copy_3260_file2.pdf,corrupted
disk_1GB.img,1gb,/copy_4545_alice.docx,keep
disk_1GB.img,1gb,/copy_4527_pride.txt,keep
disk_1GB.img,1gb,/copy_3550_alice.txt,deleted
disk_1GB.img,1gb,/copy_4323_file2.jpg,keep
disk_1GB.img,1gb,/copy_292_file2.pdf,keep
disk_1GB.img,1gb,/copy_620_file2.pdf,deleted
disk_1GB.img,1gb,/copy_4330_file1.jpg,keep
disk_1GB.img,1gb,/copy_488_pride.docx,keep
disk_1GB.img,1gb,/copy_3126_alice.txt,keep
disk_1GB.img,1gb,/copy_2117_file1.pdf,deleted
disk_1GB.img,1gb,/copy_4510_alice.txt,keep
disk_1GB.img,1gb,/copy_3966_alice.txt,keep
disk_1GB.img,1gb,/copy_631_pride.txt,keep
disk_1GB.img,1gb,/copy_2771_file2.jpg,keep
disk_1GB.img,1gb,/copy_3203_file2.jpg,keep
disk_1GB.img,1gb,/copy_2752_pride.docx,keep
disk_1GB.img,1gb,/copy_2028_file2.pdf,keep
disk_1GB.img,1gb,/copy_3093_file1.pdf,keep
disk_1GB.img,1gb,/copy_0_pride.docx,deleted
disk_1GB.img,1gb,/copy_2387_file2.jpg,deleted
disk_1GB.img,1gb,/copy_3559_pride.txt,keep
disk_1GB.img,1gb,/copy_2470_alice.txt,corrupted
disk_1GB.img,1gb,/copy_2202_file1.jpg,keep
disk_1GB.img,1gb,/copy_2778_file1.jpg,keep
disk_1GB.img,1gb,/copy_1784_pride.docx,corrupted
disk_1GB.img,1gb,/copy_881_alice.docx,keep
disk_1GB.img,1gb,/copy_2394_file1.jpg,deleted
disk_1GB.img,1gb,/copy_2193_alice.docx,keep
disk_1GB.img,1gb,/copy_3417_alice.docx,keep
disk_1GB.img,1gb,/copy_2580_file2.pdf,keep
disk_1GB.img,1gb,/copy_817_alice.docx,keep
disk_1GB.img,1gb,/copy_697_alice.docx,keep
disk_1GB.img,1gb,/copy_4252_file2.pdf,deleted
disk_1GB.img,1gb,/copy_1050_file1.jpg,corrupted
disk_1GB.img,1gb,/copy_3486_alice.txt,keep
disk_1GB.img,1gb,/copy_3565_file1.pdf,keep
disk_1GB.img,1gb,/copy_1317_file1.pdf,keep
disk_1GB.img,1gb,/copy_3683_file2.jpg,keep
disk_1GB.img,1gb,/copy_556_file2.pdf,keep
disk_1GB.img,1gb,/copy_1489_alice.docx,keep
disk_1GB.img,1gb,/copy_2943_pride.txt,keep
disk_1GB.img,1gb,/copy_4382_alice.txt,keep
disk_1GB.img,1gb,/copy_4491_file2.jpg,keep
disk_1GB.img,1gb,/copy_3655_pride.txt,keep
disk_1GB.img,1gb,/copy_4568_pride.docx,keep
disk_1GB.img,1gb,/copy_2998_alice.txt,keep
disk_1GB.img,1gb,/copy_1197_file1.pdf,keep
disk_1GB.img,1gb,/copy_2233_alice.docx,keep
disk_1GB.img,1gb,/copy_772_file2.pdf,keep
disk_1GB.img,1gb,/copy_2453_file1.pdf,keep
disk_1GB.img,1gb,/copy_2164_file2.pdf,keep
disk_1GB.img,1gb,/copy_640_pride.docx,deleted
disk_1GB.img,1gb,/copy_908_file2.pdf,deleted
disk_1GB.img,1gb,/copy_3312_pride.docx,deleted
disk_1GB.img,1gb,/copy_2763_file2.jpg,keep
disk_1GB.img,1gb,/copy_2183_pride.txt,keep
disk_1GB.img,1gb,/copy_3661_file1.pdf,keep
disk_1GB.img,1gb,/copy_1064_pride.docx,keep
disk_1GB.img,1gb,/copy_2971_file2.jpg,keep
disk_1GB.img,1gb,/copy_691_file2.jpg,corrupted
disk_1GB.img,1gb,/copy_850_file1.jpg,deleted
disk_1GB.img,1gb,/copy_650_file1.jpg,corrupted
disk_1GB.img,1gb,/copy_1386_file1.jpg,keep
disk_1GB.img,1gb,/copy_3146_file1.jpg,corrupted
disk_1GB.img,1gb,/copy_2528_pride.docx,keep
disk_1GB.img,1gb,/copy_1017_alice.docx,keep
disk_1GB.img,1gb,/copy_1744_pride.docx,keep
disk_1GB.img,1gb,/copy_2491_file2.jpg,keep
disk_1GB.img,1gb,/copy_4314_file1.jpg,keep
disk_1GB.img,1gb,/copy_591_pride.txt,corrupted
disk_1GB.img,1gb,/copy_813_file1.pdf,deleted
disk_1GB.img,1gb,/copy_1907_file2.jpg,corrupted
disk_1GB.img,1gb,/copy_293_file1.pdf,keep
disk_1GB.img,1gb,/copy_4569_alice.docx,keep
disk_1GB.img,1gb,/copy_2542_alice.txt,keep
disk_1GB.img,1gb,/copy_4073_alice.docx,deleted
disk_1GB.img,1gb,/copy_3567_pride.txt,keep
disk_1GB.img,1gb,/copy_4479_pride.txt,deleted
disk_1GB.img,1gb,/copy_2133_file1.pdf,corrupted
disk_1GB.img,1gb,/copy_3219_file2.jpg,keep
disk_1GB.img,1gb,/copy_2552_pride.docx,keep
disk_1GB.img,1gb,/copy_3727_pride.txt,keep
disk_1GB.img,1gb,/copy_381_file1.pdf,keep
disk_1GB.img,1gb,/copy_2681_alice.docx,keep
disk_1GB.img,1gb,/copy_4380_file2.pdf,keep
disk_1GB.img,1gb,/copy_2760_pride.docx,keep
disk_1GB.img,1gb,/copy_708_file2.pdf,keep
disk_1GB.img,1gb,/copy_4032_pride.docx,keep
disk_1GB.img,1gb,/copy_3343_pride.txt,keep
disk_1GB.img,1gb,/copy_3363_file2.jpg,deleted
disk_1GB.img,1gb,/copy_737_alice.docx,deleted
disk_1GB.img,1gb,/copy_1660_file2.pdf,keep
disk_1GB.img,1gb,/copy_2192_pride.docx,keep
disk_1GB.img,1gb,/copy_2031_pride.txt,keep
disk_1GB.img,1gb,/copy_4228_file2.pdf,keep
disk_1GB.img,1gb,/copy_1596_file2.pdf,keep
disk_1GB.img,1gb,/copy_2926_alice.txt,keep
disk_1GB.img,1gb,/copy_2155_file2.jpg,deleted
disk_1GB.img,1gb,/copy_3783_pride.txt,deleted
disk_1GB.img,1gb,/copy_1371_file2.jpg,deleted
disk_1GB.img,1gb,/copy_846_alice.txt,keep
disk_1GB.img,1gb,/copy_2721_alice.docx,keep
disk_1GB.img,1gb,/copy_596_file2.pdf,deleted
disk_1GB.img,1gb,/copy_4131_file2.jpg,keep
disk_1GB.img,1gb,/copy_520_pride.docx,keep
disk_1GB.img,1gb,/copy_950_alice.txt,keep
disk_1GB.img,1gb,/copy_431_pride.txt,keep
disk_1GB.img,1gb,/copy_847_pride.txt,keep
disk_1GB.img,1gb,/copy_342_alice.txt,corrupted
disk_1GB.img,1gb,/copy_1022_alice.txt,keep
disk_1GB.img,1gb,/copy_2075_file2.jpg,keep
disk_1GB.img,1gb,/copy_913_alice.docx,keep
disk_1GB.img,1gb,/copy_2450_file1.jpg,keep
disk_1GB.img,1gb,/copy_1560_pride.docx,corrupted
disk_1GB.img,1gb,/copy_3150_alice.txt,keep
disk_1GB.img,1gb,/copy_3819_file2.jpg,corrupted
disk_1GB.img,1gb,/copy_1880_pride.docx,keep
disk_1GB.img,1gb,/copy_3503_pride.txt,keep
disk_1GB.img,1gb,/copy_1173_file1.pdf,corrupted
disk_1GB.img,1gb,/copy_3828_file2.pdf,keep
disk_1GB.img,1gb,/copy_1027_file2.jpg,keep
disk_1GB.img,1gb,/copy_510_alice.txt,keep
disk_1GB.img,1gb,/copy_1795_file2.jpg,corrupted
disk_1GB.img,1gb,/copy_3843_file2.jpg,keep
disk_1GB.img,1gb,/copy_2519_pride.txt,keep
disk_1GB.img,1gb,/copy_300_file2.pdf,keep
disk_1GB.img,1gb,/copy_383_pride.txt,corrupted
disk_1GB.img,1gb,/copy_3711_pride.txt,keep
disk_1GB.img,1gb,/copy_4328_pride.docx,corrupted
disk_1GB.img,1gb,/copy_1129_alice.docx,keep
disk_1GB.img,1gb,/copy_1217_alice.docx,keep
disk_1GB.img,1gb,/copy_732_file2.pdf,deleted
disk_1GB.img,1gb,/copy_1586_file1.jpg,keep
disk_1GB.img,1gb,/copy_2585_alice.docx,corrupted
disk_1GB.img,1gb,/copy_1598_alice.txt,deleted
disk_1GB.img,1gb,/copy_3090_file1.jpg,keep
disk_1GB.img,1gb,/copy_3605_file1.pdf,keep
disk_1GB.img,1gb,/copy_2531_file2.jpg,corrupted
disk_1GB.img,1gb,/copy_977_alice.docx,corrupted
disk_1GB.img,1gb,/copy_2298_file1.jpg,keep
disk_1GB.img,1gb,/copy_337_alice.docx,keep
disk_1GB.img,1gb,/copy_1229_file1.pdf,deleted
disk_1GB.img,1gb,/copy_3734_alice.txt,deleted
disk_1GB.img,1gb,/copy_2318_alice.txt,deleted
disk_1GB.img,1gb,/copy_1247_pride.txt,deleted
disk_1GB.img,1gb,/copy_1709_file1.pdf,deleted
disk_1GB.img,1gb,/copy_508_file2.pdf,keep
disk_1GB.img,1gb,/copy_2938_file1.jpg,keep
disk_1GB.img,1gb,/copy_2100_file2.pdf,keep
disk_1GB.img,1gb,/copy_4074_file1.jpg,keep
disk_1GB.img,1gb,/copy_3588_file2.pdf,keep
disk_1GB.img,1gb,/copy_1054_alice.txt,keep
disk_1GB.img,1gb,/copy_4449_alice.docx,keep
disk_1GB.img,1gb,/copy_323_file2.jpg,deleted
disk_1GB.img,1gb,/copy_417_alice.docx,keep
disk_1GB.img,1gb,/copy_2062_alice.txt,keep
disk_1GB.img,1gb,/copy_3209_alice.docx,keep
disk_1GB.img,1gb,/copy_3143_pride.txt,deleted
disk_1GB.img,1gb,/copy_2671_pride.txt,deleted
disk_1GB.img,1gb,/copy_427_file2.jpg,corrupted
disk_1GB.img,1gb,/copy_2014_alice.txt,corrupted
disk_1GB.img,1gb,/copy_2705_alice.docx,keep
disk_1GB.img,1gb,/copy_2480_pride.docx,deleted
disk_1GB.img,1gb,/copy_2178_file1.jpg,keep
disk_1GB.img,1gb,/copy_2086_alice.txt,keep
disk_1GB.img,1gb,/copy_1765_file1.pdf,corrupted
disk_1GB.img,1gb,/copy_1450_file1.jpg,corrupted
disk_1GB.img,1gb,/copy_504_pride.docx,deleted
disk_1GB.img,1gb,/copy_3846_alice.txt,keep
disk_1GB.img,1gb,/copy_80_pride.docx,deleted
disk_1GB.img,1gb,/copy_4372_file2.pdf,keep
disk_1GB.img,1gb,/copy_4203_file2.jpg,deleted
disk_1GB.img,1gb,/copy_2330_file1.jpg,keep
disk_1GB.img,1gb,/copy_55_pride.txt,deleted
disk_1GB.img,1gb,/copy_2663_pride.txt,keep
disk_1GB.img,1gb,/copy_811_file2.jpg,deleted
disk_1GB.img,1gb,/copy_4146_file1.jpg,deleted
disk_1GB.img,1gb,/copy_825_alice.docx,keep
disk_1GB.img,1gb,/copy_2278_alice.txt,keep
disk_1GB.img,1gb,/copy_1565_file1.pdf,keep
